      0.00    -51.889281    -51.801817    -51.765215    -51.755513    -51.750846    -51.750846    -51.575560
      0.50    -51.896938    -51.807748    -51.771550    -51.762142    -51.757144    -51.757144    -51.575755
      1.00    -51.905787    -51.815163    -51.779222    -51.770072    -51.765184    -51.765184    -51.575939
      1.50    -51.912305    -51.820431    -51.784674    -51.775634    -51.771886    -51.771886    -51.576059
      2.00    -51.914534    -51.821705    -51.786021    -51.777091    -51.775180    -51.775180    -51.576107
      2.50    -51.911857    -51.818440    -51.782757    -51.774304    -51.773643    -51.773643    -51.576498
      3.00    -51.904417    -51.810523    -51.774839    -51.768298    -51.765909    -51.768298    -51.576234
      3.50    -51.892613    -51.798571    -51.762888    -51.757963    -51.753995    -51.757963    -51.576142
      4.00    -51.877887    -51.783956    -51.748235    -51.744597    -51.739268    -51.744597    -51.576003
      4.50    -51.862648    -51.769047    -51.733400    -51.730497    -51.724250    -51.730497    -51.575864
      5.00    -51.849292    -51.756206    -51.720596    -51.718097    -51.711335    -51.718097    -51.575766
      5.50    -51.839887    -51.747536    -51.711742    -51.709501    -51.702482    -51.709501    -51.575647
      6.00    -51.836303    -51.744834    -51.708636    -51.706651    -51.699558    -51.706651    -51.575550
      6.50    -51.839838    -51.749398    -51.712722    -51.710848    -51.703902    -51.710848    -51.575599
      7.00    -51.850133    -51.760869    -51.723678    -51.721584    -51.715042    -51.721584    -51.575773
      7.50    -51.864438    -51.776534    -51.738866    -51.736146    -51.730230    -51.736146    -51.576020
      8.00    -51.880060    -51.795169    -51.756545    -51.752393    -51.747652    -51.752393    -51.590210
      8.50    -51.878094    -51.794893    -51.755682    -51.750867    -51.746604    -51.750867    -51.590212
      9.00    -51.872978    -51.791505    -51.751705    -51.746193    -51.742297    -51.746193    -51.590058
      9.50    -51.867156    -51.787484    -51.747060    -51.740812    -51.737174    -51.740812    -51.589788
     10.00    -51.864059    -51.786224    -51.745175    -51.738266    -51.734738    -51.738266    -51.589617
     10.50    -51.866252    -51.790291    -51.748581    -51.741121    -51.737446    -51.741121    -51.589642
     11.00    -51.873841    -51.799718    -51.757383    -51.749445    -51.745549    -51.749445    -51.589810
     11.50    -51.884486    -51.812089    -51.769166    -51.760898    -51.756671    -51.760898    -51.589996
