      0.00    -49.494084    -49.419813    -49.387694    -49.365828    -49.362080    -49.362080    -49.204071
      0.50    -49.490393    -49.416563    -49.384849    -49.362799    -49.358867    -49.358867    -49.203891
      1.00    -49.493523    -49.420208    -49.389007    -49.366774    -49.362548    -49.362548    -49.203816
      1.50    -49.504649    -49.431922    -49.401236    -49.378892    -49.374225    -49.374225    -49.203935
      2.00    -49.521844    -49.449705    -49.419571    -49.397227    -49.391935    -49.391935    -49.204217
      2.50    -49.540481    -49.468930    -49.439421    -49.417114    -49.411087    -49.411087    -49.204637
      3.00    -49.554614    -49.483651    -49.454729    -49.432496    -49.425660    -49.425660    -49.205066
      3.50    -49.558402    -49.487954    -49.459694    -49.437534    -49.429816    -49.429816    -49.205332
      4.00    -49.549032    -49.479025    -49.451426    -49.429376    -49.420814    -49.420814    -49.205154
      4.50    -49.531292    -49.461689    -49.434678    -49.412776    -49.403368    -49.403368    -49.204367
      5.00    -49.517624    -49.448389    -49.421929    -49.400100    -49.389994    -49.389994    -49.203710
      5.50    -49.517931    -49.448990    -49.422971    -49.401252    -49.390632    -49.390632    -49.203996
      6.00    -49.528771    -49.460049    -49.434362    -49.412790    -49.401802    -49.401802    -49.204832
      6.50    -49.537744    -49.469170    -49.443739    -49.422278    -49.411216    -49.411216    -49.205283
      7.00    -49.537370    -49.468870    -49.443513    -49.422272    -49.411394    -49.411394    -49.205012
      7.50    -49.529993    -49.461529    -49.436136    -49.415078    -49.404678    -49.404678    -49.204530
      8.00    -49.521296    -49.452832    -49.427218    -49.406418    -49.396753    -49.396753    -49.204301
      8.50    -49.513964    -49.445426    -49.419518    -49.399012    -49.390266    -49.390266    -49.204322
      9.00    -49.507235    -49.438624    -49.412238    -49.392100    -49.384382    -49.384382    -49.204399
      9.50    -49.499144    -49.430423    -49.403486    -49.383714    -49.377136    -49.377136    -49.204421
     10.00    -49.488826    -49.419958    -49.392396    -49.373029    -49.367664    -49.367664    -49.204302
     10.50    -49.478216    -49.409164    -49.380904    -49.362014    -49.357788    -49.357788    -49.203975
     11.00    -49.471752    -49.402479    -49.373521    -49.355146    -49.351949    -49.351949    -49.203678
     11.50    -49.473627    -49.404097    -49.374477    -49.356727    -49.354228    -49.354228    -49.203628
     12.00    -49.484740    -49.414916    -49.384708    -49.367803    -49.365378    -49.365378    -49.203837
     12.50    -49.502165    -49.432047    -49.401325    -49.385412    -49.382472    -49.382472    -49.204157
     13.00    -49.520777    -49.450365    -49.419275    -49.404208    -49.400607    -49.400607    -49.204551
     13.50    -49.534630    -49.463888    -49.432651    -49.418135    -49.413982    -49.413982    -49.205008
     14.00    -49.537838    -49.466801    -49.435491    -49.421232    -49.416749    -49.416749    -49.205319
     14.50    -49.493502    -49.421804    -49.390751    -49.376309    -49.371752    -49.371752    -49.193448
     15.00    -49.466880    -49.394814    -49.363945    -49.349209    -49.344872    -49.344872    -49.192160
     15.50    -49.467446    -49.394939    -49.364290    -49.349260    -49.345144    -49.345144    -49.192399
     16.00    -49.491848    -49.418900    -49.388399    -49.373074    -49.369252    -49.373074    -49.193855
     16.50    -49.518164    -49.444702    -49.414348    -49.398803    -49.395311    -49.398803    -49.194878
     17.00    -49.529298    -49.455322    -49.425040    -49.409422    -49.406188    -49.409422    -49.194765
     17.50    -49.524918    -49.450427    -49.420182    -49.404637    -49.401514    -49.404637    -49.194067
     18.00    -49.513980    -49.438975    -49.408803    -49.393442    -49.390282    -49.393442    -49.193467
     18.50    -49.504733    -49.429287    -49.399116    -49.384122    -49.380704    -49.384122    -49.193299
     19.00    -49.499602    -49.423752    -49.393617    -49.379065    -49.375206    -49.379065    -49.193472
     19.50    -49.495954    -49.419809    -49.389748    -49.375600    -49.371263    -49.375600    -49.193676
     20.00    -49.490511    -49.414183    -49.384305    -49.370451    -49.365563    -49.370451    -49.193666
     20.50    -49.483415    -49.407013    -49.377467    -49.363686    -49.358357    -49.363686    -49.193349
     21.00    -49.478886    -49.402558    -49.373452    -49.359561    -49.353865    -49.359561    -49.192991
     21.50    -49.482060    -49.405989    -49.377435    -49.363176    -49.357260    -49.363176    -49.192861
     22.00    -49.494598    -49.418894    -49.391001    -49.376228    -49.370238    -49.376228    -49.193078
     22.50    -49.513270    -49.438081    -49.410960    -49.395452    -49.389535    -49.395452    -49.193428
     23.00    -49.532204    -49.457714    -49.431328    -49.415048    -49.409278    -49.415048    -49.193834
     23.50    -49.545149    -49.471430    -49.445815    -49.428690    -49.423215    -49.428690    -49.194224
     24.00    -49.546070    -49.473270    -49.448243    -49.430346    -49.425201    -49.430346    -49.194568
     24.50    -49.530635    -49.458753    -49.434278    -49.415683    -49.410869    -49.415683    -49.194540
     25.00    -49.501405    -49.430479    -49.406371    -49.387115    -49.382705    -49.387115    -49.193667
     25.50    -49.472186    -49.402178    -49.378255    -49.358520    -49.354441    -49.358520    -49.192519
