     12.50    -52.043299    -51.956020    -51.916698    -51.908650    -51.902696    -51.896045    -51.902696    -51.851794
     13.00    -52.048875    -51.962256    -51.923192    -51.913968    -51.909337    -51.902649    -51.909337    -51.851830
     13.50    -52.045871    -51.959987    -51.921107    -51.910780    -51.907473    -51.900674    -51.907473    -51.851711
     14.00    -52.035887    -51.950812    -51.912078    -51.900613    -51.898665    -51.891719    -51.898665    -51.851501
     14.50    -52.022160    -51.937931    -51.899307    -51.886776    -51.886114    -51.879022    -51.886114    -51.851260
     15.00    -52.008251    -51.924941    -51.886354    -51.873381    -51.872830    -51.866178    -51.872830    -51.851055
     15.50    -51.997543    -51.915040    -51.876380    -51.863628    -51.862232    -51.856315    -51.863628    -51.850917
     16.00    -51.991464    -51.909734    -51.870963    -51.858395    -51.856411    -51.851008    -51.858395    -51.850844
     16.50    -51.991310    -51.910351    -51.871433    -51.859049    -51.856587    -51.851589    -51.859049    -51.850866
     17.00    -51.996902    -51.916678    -51.877577    -51.865376    -51.862657    -51.857879    -51.865376    -51.850967
     17.50    -52.006886    -51.927360    -51.888002    -51.875985    -51.873155    -51.868488    -51.875985    -51.851123
     18.00    -52.018816    -51.939915    -51.900336    -51.888430    -51.885673    -51.880969    -51.888430    -51.851337
     18.50    -52.029427    -51.951077    -51.911204    -51.899408    -51.896945    -51.891984    -51.899408    -51.851558
     19.00    -52.035221    -51.957349    -51.917182    -51.905459    -51.903437    -51.897999    -51.905459    -51.851769
     19.50    -52.033551    -51.956010    -51.915549    -51.903863    -51.902430    -51.896403    -51.903863    -51.851816
     20.00    -52.024066    -51.946783    -51.905991    -51.894268    -51.893606    -51.886734    -51.894268    -51.851634
     20.50    -52.009828    -51.932654    -51.891532    -51.879956    -51.879735    -51.872092    -51.879956    -51.850974
     21.00    -51.997209    -51.919925    -51.878362    -51.867888    -51.866418    -51.858554    -51.866418    -51.850560
     21.50    -51.992863    -51.915286    -51.873281    -51.863984    -51.861117    -51.852959    -51.861117    -51.850378
     22.00    -51.999152    -51.921133    -51.878651    -51.870603    -51.866267    -51.857778    -51.866267    -51.850546
     22.50    -52.013634    -51.935064    -51.892141    -51.885306    -51.879426    -51.872701    -51.879426    -51.850925
     23.00    -52.030141    -51.950946    -51.907582    -51.901922    -51.894536    -51.890163    -51.894536    -51.851340
     23.50    -52.042353    -51.962423    -51.918655    -51.914098    -51.905241    -51.903257    -51.905241    -51.851512
     24.00    -52.046679    -51.965977    -51.921878    -51.918276    -51.908354    -51.908097    -51.908097    -51.850628
     24.50    -52.042970    -51.961423    -51.917030    -51.914384    -51.905380    -51.902918    -51.905380    -51.850475
     25.00    -52.033219    -51.950827    -51.906139    -51.904412    -51.896291    -51.891660    -51.896291    -51.850233
     25.50    -52.020840    -51.937566    -51.892621    -51.891813    -51.884610    -51.877738    -51.884610    -51.850014
     26.00    -52.009237    -51.925118    -51.879990    -51.879916    -51.873743    -51.864665    -51.873743    -51.849844
     26.50    -52.001119    -51.916155    -51.871725    -51.870732    -51.866396    -51.855151    -51.866396    -51.849736
     27.00    -51.998160    -51.912461    -51.868619    -51.866781    -51.864245    -51.850942    -51.864245    -51.849687
     27.50    -52.000890    -51.914565    -51.871238    -51.868702    -51.867857    -51.852569    -51.867857    -51.849739
     28.00    -52.008647    -51.921808    -51.878958    -51.876533    -51.875761    -51.859408    -51.875761    -51.849813
     28.50    -52.019981    -51.932738    -51.890182    -51.888602    -51.886691    -51.870227    -51.886691    -51.849974
     29.00    -52.032073    -51.944536    -51.902127    -51.901245    -51.898709    -51.882209    -51.898709    -51.850206
     29.50    -52.041389    -51.953742    -51.911223    -51.910855    -51.908283    -51.891782    -51.908283    -51.850467
     30.00    -52.044485    -51.956948    -51.914061    -51.914025    -51.911893    -51.895503    -51.911893    -51.850618
     30.50    -52.039337    -51.951984    -51.908693    -51.908546    -51.907518    -51.891274    -51.891274    -51.850584
     31.00    -52.029554    -51.942495    -51.898616    -51.898506    -51.898396    -51.882520    -51.882520    -51.850360
     31.50    -52.018737    -51.932119    -51.888865    -51.887138    -51.887065    -51.872953    -51.872953    -51.850030
     32.00    -52.011762    -51.925695    -51.883139    -51.879501    -51.879428    -51.867447    -51.867447    -51.849816
     32.50    -52.012131    -51.926762    -51.884905    -51.879135    -51.878988    -51.869396    -51.869396    -51.849802
     33.00    -52.019836    -51.935203    -51.894043    -51.885995    -51.885848    -51.878829    -51.878829    -51.850070
     33.50    -52.031264    -51.947438    -51.907014    -51.896504    -51.896394    -51.892021    -51.892021    -51.850407
     34.00    -52.041223    -51.958280    -51.918554    -51.905471    -51.905434    -51.903781    -51.903781    -51.850664
     34.50    -52.045545    -51.963484    -51.924419    -51.909903    -51.908838    -51.908764    -51.908764    -51.850977
     35.00    -52.042889    -51.961636    -51.923159    -51.908827    -51.905336    -51.905152    -51.905152    -51.850887
     35.50    -52.034307    -51.953753    -51.915791    -51.901642    -51.896020    -51.895726    -51.895726    -51.850704
     36.00    -52.022429    -51.942462    -51.904868    -51.890866    -51.883480    -51.883149    -51.883149    -51.850494
     36.50    -52.010378    -51.930852    -51.893588    -51.879660    -51.870951    -51.870583    -51.870583    -51.850311
     37.00    -52.000949    -51.921754    -51.884637    -51.870783    -51.861228    -51.860860    -51.860860    -51.850190
     37.50    -51.996128    -51.917117    -51.880074    -51.866220    -51.856260    -51.855966    -51.855966    -51.850128
     38.00    -51.996845    -51.917870    -51.880753    -51.866862    -51.857050    -51.856866    -51.856866    -51.850159
     38.50    -52.002884    -51.923800    -51.886536    -51.872571    -51.863347    -51.863310    -51.863310    -51.850248
     39.00    -52.012916    -51.933574    -51.896053    -51.881978    -51.873930    -51.873820    -51.873930    -51.850347
     39.50    -52.024626    -51.944917    -51.906992    -51.892770    -51.886486    -51.886155    -51.886486    -51.850573
     40.00    -52.035037    -51.954886    -51.916410    -51.902004    -51.897851    -51.897374    -51.897851    -51.850764
     40.50    -52.041120    -51.960382    -51.921354    -51.906691    -51.905037    -51.904339    -51.905037    -51.850936
     41.00    -52.040739    -51.959302    -51.919613    -51.905795    -51.904987    -51.904693    -51.904987    -51.850207
     41.50    -52.033752    -51.951617    -51.911156    -51.900021    -51.899139    -51.895942    -51.899139    -51.850059
     42.00    -52.022641    -51.939735    -51.898429    -51.890086    -51.889315    -51.882884    -51.889315    -51.849774
     42.50    -52.011918    -51.928240    -51.885978    -51.880502    -51.880024    -51.870102    -51.880024    -51.849481
     43.00    -52.006094    -51.921681    -51.878390    -51.875781    -51.875744    -51.862110    -51.875744    -51.849612
     43.50    -52.007176    -51.921954    -51.878443    -51.877782    -51.877671    -51.860987    -51.877782    -51.850921
     44.00    -52.013793    -51.927799    -51.886603    -51.885207    -51.882597    -51.865509    -51.885207    -51.851193
     44.50    -52.021817    -51.935015    -51.896061    -51.893892    -51.888968    -51.873938    -51.893892    -51.851456
     45.00    -52.026980    -51.939480    -51.902474    -51.899607    -51.892588    -51.879468    -51.899607    -51.851611
     45.50    -52.026789    -51.938627    -51.903348    -51.899857    -51.891037    -51.879534    -51.899857    -51.851609
     46.00    -52.021163    -51.932413    -51.898530    -51.894562    -51.884272    -51.874019    -51.894562    -51.851477
     46.50    -52.011895    -51.922704    -51.889814    -51.885588    -51.874159    -51.864751    -51.885588    -51.851342
     47.00    -52.001649    -51.912238    -51.879861    -51.875525    -51.863361    -51.854394    -51.875525    -51.851169
     47.50    -51.993069    -51.903511    -51.871318    -51.867056    -51.854561    -51.845594    -51.867056    -51.851018
     48.00    -51.988197    -51.898676    -51.866263    -51.862294    -51.849836    -51.840355    -51.862294    -51.850967
     48.50    -51.988172    -51.898834    -51.865833    -51.862305    -51.850252    -51.839888    -51.862305    -51.850940
     49.00    -51.993109    -51.904102    -51.870146    -51.867279    -51.855960    -51.844274    -51.867279    -51.851003
     49.50    -52.002105    -51.913576    -51.878333    -51.876275    -51.866059    -51.852609    -51.876275    -51.851112
     50.00    -52.013322    -51.925381    -51.888559    -51.887493    -51.878599    -51.863128    -51.887493    -51.851290
     50.50    -52.024213    -51.936933    -51.898273    -51.898273    -51.890997    -51.874276    -51.898273    -51.851997
     51.00    -52.031805    -51.945407    -51.905901    -51.904652    -51.900279    -51.884072    -51.904652    -51.852142
     51.50    -52.033807    -51.948439    -51.907867    -51.905442    -51.904082    -51.888354    -51.905442    -51.852213
     52.00    -52.029352    -51.945086    -51.903339    -51.901464    -51.899774    -51.886250    -51.901464    -51.852270
     52.50    -52.019867    -51.936740    -51.893964    -51.893707    -51.888893    -51.879191    -51.888893    -51.852917
     53.00    -52.009661    -51.927563    -51.885485    -51.883280    -51.877400    -51.871153    -51.927563    -51.852668
     53.50    -51.993680    -51.913346    -51.872444    -51.866821    -51.859251    -51.858773    -51.913346    -51.852246
     54.00    -51.982137    -51.903604    -51.863694    -51.854727    -51.850685    -51.845650    -51.903604    -51.852016
     54.50    -51.978811    -51.902005    -51.862940    -51.850776    -51.850592    -51.840486    -51.902005    -51.852066
     55.00    -51.982896    -51.907743    -51.869414    -51.857617    -51.854163    -51.846776    -51.907743    -51.852391
     55.50    -51.989664    -51.916019    -51.878277    -51.866995    -51.860196    -51.856558    -51.916019    -51.852740
     56.00    -51.993470    -51.921221    -51.883883    -51.873079    -51.863304    -51.862899    -51.921221    -51.852977
     56.50    -51.990728    -51.919692    -51.882648    -51.872212    -51.862216    -51.859864    -51.919692    -51.852976
     57.00    -51.981111    -51.911103    -51.874207    -51.864101    -51.854215    -51.849695    -51.911103    -51.852803
     57.50    -51.966926    -51.897764    -51.860904    -51.851019    -51.841133    -51.835069    -51.897764    -51.852563
     58.00    -51.951735    -51.883235    -51.846228    -51.836526    -51.826567    -51.819622    -51.883235    -51.852343
     58.50    -51.939103    -51.871043    -51.833779    -51.824151    -51.814118    -51.806915    -51.871043    -51.852157
     59.00    -51.931811    -51.864008    -51.826340    -51.816675    -51.806495    -51.799697    -51.864008    -51.852066
     59.50    -51.931483    -51.863717    -51.825534    -51.815759    -51.805432    -51.799736    -51.863717    -51.852037
     60.00    -51.938459    -51.870546    -51.831702    -51.821707    -51.811233    -51.807301    -51.870546    -51.852100
     60.50    -51.951796    -51.883516    -51.843937    -51.833647    -51.822990    -51.821410    -51.883516    -51.852203
     61.00    -51.969362    -51.900568    -51.860143    -51.849449    -51.839858    -51.838645    -51.900568    -51.852398
     61.50    -51.988040    -51.918583    -51.877204    -51.866032    -51.859564    -51.855081    -51.918583    -51.852649
     62.00    -52.004137    -51.933835    -51.891463    -51.879777    -51.876764    -51.868642    -51.933835    -51.852859
     62.50    -52.014111    -51.942890    -51.899453    -51.887803    -51.887142    -51.878469    -51.942890    -51.853051
     63.00    -52.015666    -51.943380    -51.898877    -51.890424    -51.885904    -51.881788    -51.943380    -51.853056
     63.50    -52.008939    -51.935477    -51.889872    -51.884653    -51.876899    -51.876238    -51.935477    -51.852842
     64.00    -51.997124    -51.922449    -51.875741    -51.873683    -51.866995    -51.861372    -51.922449    -51.852511
     64.50    -51.985669    -51.909708    -51.862889    -51.861934    -51.857524    -51.846867    -51.909708    -51.852161
     65.00    -51.979888    -51.902640    -51.857586    -51.853801    -51.853764    -51.838035    -51.902640    -51.852032
     65.50    -51.982121    -51.903551    -51.860077    -51.858092    -51.853756    -51.838174    -51.903551    -51.852147
     66.00    -51.990455    -51.910599    -51.868484    -51.868484    -51.859922    -51.847023    -51.910599    -51.852459
     66.50    -52.000014    -51.918945    -51.880064    -51.877896    -51.867532    -51.857059    -51.918945    -51.852763
     67.00    -52.005848    -51.923677    -51.887736    -51.883436    -51.871677    -51.863298    -51.923677    -51.852898
     67.50    -52.005322    -51.922232    -51.888790    -51.882433    -51.869791    -51.863066    -51.922232    -51.852862
     68.00    -51.998731    -51.914980    -51.883522    -51.875254    -51.862244    -51.856622    -51.914980    -51.852747
     68.50    -51.988467    -51.904237    -51.874250    -51.864327    -51.851465    -51.846357    -51.904237    -51.852530
     69.00    -51.977709    -51.893259    -51.864190    -51.852761    -51.840708    -51.835452    -51.893259    -51.852330
     69.50    -51.969381    -51.885005    -51.856230    -51.843588    -51.832821    -51.826831    -51.885005    -51.852207
     70.00    -51.965548    -51.881503    -51.852471    -51.838837    -51.829907    -51.822520    -51.881503    -51.852136
     70.50    -51.967182    -51.883761    -51.853921    -51.839515    -51.832900    -51.823566    -51.853921    -51.852168
     71.00    -51.971296    -51.888096    -51.857851    -51.843408    -51.837528    -51.827422    -51.857851    -51.852205
     71.50    -51.980888    -51.898055    -51.867075    -51.852780    -51.847855    -51.836683    -51.867075    -51.852309
     72.00    -51.994145    -51.911789    -51.879781    -51.865742    -51.862068    -51.849462    -51.879781    -51.852483
     72.50    -52.008316    -51.926549    -51.893217    -51.879693    -51.877378    -51.863009    -51.893217    -51.852721
     73.00    -52.020092    -51.938950    -51.904001    -51.891212    -51.890440    -51.874087    -51.904001    -51.852920
     73.50    -52.026328    -51.945847    -51.909024    -51.898073    -51.897191    -51.881903    -51.909024    -51.853051
     74.00    -52.025155    -51.945372    -51.906454    -51.898333    -51.895724    -51.882494    -51.906454    -51.853055
     74.50    -52.017208    -51.938087    -51.896891    -51.891820    -51.887447    -51.876312    -51.896891    -51.852814
     75.00    -52.006188    -51.927729    -51.884181    -51.882159    -51.876022    -51.866982    -51.884181    -51.852474
     75.50    -51.997780    -51.919871    -51.875074    -51.874008    -51.867136    -51.860117    -51.874008    -51.851674
     76.00    -51.997011    -51.919580    -51.875518    -51.871475    -51.865889    -51.860781    -51.875518    -51.851592
     76.50    -52.005049    -51.928023    -51.884769    -51.877639    -51.873156    -51.870253    -51.884769    -51.851816
     77.00    -52.017855    -51.941122    -51.898750    -51.888497    -51.885116    -51.884454    -51.898750    -51.852191
     77.50    -52.029572    -51.953023    -51.911570    -51.898304    -51.897459    -51.895878    -51.911570    -51.852486
     78.00    -52.035246    -51.958734    -51.918273    -51.904345    -51.902067    -51.900523    -51.904345    -51.852591
     78.50    -52.033493    -51.956944    -51.917365    -51.903547    -51.898696    -51.897814    -51.903547    -51.852533
     79.00    -52.025960    -51.949264    -51.910567    -51.896859    -51.889620    -51.889363    -51.896859    -51.852375
     79.50    -52.014814    -51.937898    -51.900083    -51.886449    -51.877298    -51.877041    -51.886449    -51.852201
     80.00    -52.002881    -51.925597    -51.888664    -51.875067    -51.864520    -51.863785    -51.875067    -51.852010
     80.50    -51.992849    -51.915161    -51.879000    -51.865439    -51.853789    -51.852650    -51.865439    -51.851886
     81.00    -51.986763    -51.908560    -51.873097    -51.859573    -51.847115    -51.845609    -51.859573    -51.851823
     81.50    -51.985762    -51.906972    -51.872133    -51.858573    -51.845674    -51.844571    -51.858573    -51.851805
     82.00    -51.989946    -51.910531    -51.876170    -51.862573    -51.849637    -51.848792    -51.862573    -51.851871
     82.50    -51.998368    -51.918218    -51.884262    -51.870628    -51.857986    -51.857030    -51.870628    -51.852017
     83.00    -52.009134    -51.928249    -51.894550    -51.880806    -51.868899    -51.867392    -51.880806    -51.852179
     83.50    -52.019683    -51.938026    -51.904437    -51.890583    -51.879778    -51.877353    -51.890583    -51.852351
     84.00    -52.027313    -51.944848    -51.911259    -51.897294    -51.887923    -51.884175    -51.897294    -51.852500
     84.50    -52.029992    -51.946754    -51.913018    -51.898870    -51.891263    -51.886706    -51.898870    -51.852510
     85.00    -52.027280    -51.943307    -51.909241    -51.894982    -51.889323    -51.884288    -51.894982    -51.852425
     85.50    -52.020947    -51.936276    -51.901769    -51.887363    -51.883835    -51.878396    -51.887363    -51.852207
     86.00    -52.014618    -51.929323    -51.894227    -51.879637    -51.878425    -51.872729    -51.879637    -51.851932
     86.50    -52.012225    -51.926342    -51.890548    -51.876951    -51.875812    -51.871145    -51.875812    -51.851719
     87.00    -52.015970    -51.929572    -51.892933    -51.881614    -51.878049    -51.875918    -51.878049    -51.851803
     87.50    -52.024725    -51.937887    -51.900329    -51.891252    -51.885850    -51.885298    -51.885298    -51.851179
     88.00    -52.034927    -51.947758    -51.909171    -51.902299    -51.897411    -51.893957    -51.897411    -51.851424
     88.50    -52.042562    -51.955172    -51.915372    -51.910815    -51.906626    -51.900011    -51.906626    -51.851628
     89.00    -52.044137    -51.956637    -51.915551    -51.913236    -51.909892    -51.900006    -51.909892    -51.851624
     89.50    -52.039114    -51.951613    -51.909131    -51.909094    -51.906706    -51.893439    -51.906706    -51.851517
     90.00    -52.029039    -51.941722    -51.899865    -51.898542    -51.897770    -51.881931    -51.898542    -51.852102
     90.50    -52.016608    -51.929622    -51.888279    -51.888022    -51.884273    -51.868287    -51.888022    -51.851930
     91.00    -52.004560    -51.918163    -51.877922    -51.877077    -51.871307    -51.855211    -51.877077    -51.851490
     91.50    -51.995419    -51.909646    -51.870581    -51.868707    -51.861431    -51.845261    -51.870581    -51.851377
     92.00    -51.990155    -51.905153    -51.867081    -51.864325    -51.855579    -51.840144    -51.867081    -51.851323
     92.50    -51.989474    -51.905354    -51.868164    -51.864379    -51.854567    -51.840088    -51.868164    -51.851369
     93.00    -51.992865    -51.909775    -51.873246    -51.868506    -51.857848    -51.844067    -51.873246    -51.851479
     93.50    -51.998900    -51.916949    -51.880825    -51.875239    -51.863957    -51.850617    -51.880825    -51.851613
     94.00    -52.005428    -51.924617    -51.888712    -51.882355    -51.870779    -51.857549    -51.888712    -51.851765
     94.50    -52.009973    -51.930337    -51.894433    -51.887451    -51.875765    -51.862388    -51.894433    -51.851952
     95.00    -52.010374    -51.931914    -51.895679    -51.888292    -51.876790    -51.862935    -51.895679    -51.852022
     95.50    -52.005637    -51.928243    -51.891457    -51.883923    -51.872752    -51.858162    -51.891457    -51.851961
     96.00    -51.996721    -51.920356    -51.882725    -51.875228    -51.864644    -51.849062    -51.882725    -51.851777
     96.50    -51.986687    -51.911204    -51.872544    -51.865341    -51.855419    -51.839616    -51.872544    -51.851516
     97.00    -51.979769    -51.905021    -51.865185    -51.858423    -51.849346    -51.833617    -51.865185    -51.851311
     97.50    -51.979426    -51.905266    -51.864107    -51.857933    -51.849811    -51.834156    -51.864107    -51.851243
     98.00    -51.986446    -51.912727    -51.870208    -51.864695    -51.857640    -51.842021    -51.870208    -51.851414
     98.50    -51.998412    -51.924950    -51.881035    -51.876294    -51.870341    -51.854796    -51.881035    -51.851670
     99.00    -52.011005    -51.937617    -51.892342    -51.888373    -51.883596    -51.868161    -51.892342    -51.851928
     99.50    -52.020194    -51.946695    -51.900060    -51.896936    -51.893445    -51.878084    -51.900060    -51.852045
    100.00    -52.023869    -51.950113    -51.902082    -51.899840    -51.897709    -51.882458    -51.902082    -51.851997
    100.50    -52.022217    -51.948020    -51.898666    -51.897380    -51.896608    -51.881504    -51.898666    -51.851892
    101.00    -52.017058    -51.942309    -51.891963    -51.891595    -51.891375    -51.877006    -51.891375    -51.850828
    101.50    -52.011203    -51.935646    -51.886623    -51.884528    -51.883536    -51.871813    -51.884528    -51.850295
    102.00    -52.006659    -51.930073    -51.882519    -51.878881    -51.876676    -51.867856    -51.878881    -51.850164
    102.50    -52.005244    -51.927445    -51.881472    -51.876327    -51.872799    -51.866919    -51.876327    -51.850136
    103.00    -52.007729    -51.928535    -51.884215    -51.877563    -51.872749    -51.869699    -51.877563    -51.850133
    103.50    -52.013927    -51.933115    -51.890560    -51.882475    -51.876448    -51.876044    -51.882475    -51.850217
    104.00    -52.022726    -51.940187    -51.899396    -51.889951    -51.884769    -51.882822    -51.889951    -51.850363
    104.50    -52.032221    -51.947845    -51.908780    -51.898049    -51.893970    -51.890038    -51.898049    -51.850500
    105.00    -52.039990    -51.953666    -51.916292    -51.904459    -51.901262    -51.895713    -51.904459    -51.850681
    105.50    -52.043613    -51.955341    -51.919474    -51.906722    -51.904186    -51.897461    -51.906722    -51.850791
    106.00    -52.041433    -51.951214    -51.916706    -51.903256    -51.901088    -51.893664    -51.903256    -51.850816
    106.50    -52.033436    -51.941269    -51.907974    -51.894046    -51.892025    -51.884234    -51.894046    -51.850683
    107.00    -52.021809    -51.927805    -51.895392    -51.881353    -51.879112    -51.871468    -51.881353    -51.850451
    107.50    -52.010602    -51.914833    -51.883118    -51.869190    -51.866508    -51.859562    -51.869190    -51.850152
    108.00    -52.004223    -51.906874    -51.875527    -51.862040    -51.858622    -51.852375    -51.862040    -51.849974
    108.50    -52.005310    -51.906528    -51.875254    -51.862576    -51.858129    -51.853094    -51.862576    -51.850029
    109.00    -52.013270    -51.913275    -51.881817    -51.870168    -51.864472    -51.860980    -51.870168    -51.850235
    109.50    -52.024590    -51.923676    -51.891741    -51.881378    -51.874212    -51.872521    -51.881378    -51.850517
    110.00    -52.034736    -51.933234    -51.900528    -51.891708    -51.883108    -51.882888    -51.891708    -51.850748
    110.50    -52.040319    -51.938597    -51.904898    -51.897695    -51.889390    -51.887185    -51.897695    -51.850779
    111.00    -52.040230    -51.938728    -51.903780    -51.898304    -51.890256    -51.886030    -51.898304    -51.850697
    111.50    -52.035476    -51.934599    -51.898217    -51.894505    -51.886715    -51.880504    -51.894505    -51.850543
    112.00    -52.028280    -51.928432    -51.890470    -51.888486    -51.881062    -51.872904    -51.888486    -51.850374
    112.50    -52.021114    -51.922736    -51.883083    -51.882716    -51.875733    -51.865627    -51.882716    -51.850274
    113.00    -52.016003    -51.919463    -51.879075    -51.878010    -51.872754    -51.860774    -51.878010    -51.849758
    113.50    -52.014385    -51.920050    -51.879001    -51.876869    -51.873415    -51.859891    -51.876869    -51.849742
    114.00    -52.016557    -51.924757    -51.882642    -51.879923    -51.878012    -51.863239    -51.879923    -51.849795
    114.50    -52.021815    -51.932771    -51.889297    -51.886394    -51.885695    -51.870077    -51.886394    -51.849891
    115.00    -52.028578    -51.942364    -51.897310    -51.894811    -51.894664    -51.878751    -51.894664    -51.849825
    115.50    -52.034468    -51.951084    -51.904302    -51.902942    -51.902170    -51.886699    -51.902942    -51.849951
    116.00    -52.037155    -51.956601    -51.907981    -51.907724    -51.906622    -51.891554    -51.907724    -51.850079
    116.50    -52.034545    -51.956637    -51.907099    -51.906217    -51.905739    -51.891039    -51.906217    -51.849800
    117.00    -52.026405    -51.950885    -51.900538    -51.899215    -51.898738    -51.884883    -51.899215    -51.849687
    117.50    -52.014141    -51.940789    -51.889340    -51.888568    -51.886951    -51.874567    -51.888568    -51.849495
    118.00    -52.000837    -51.929323    -51.876845    -51.876661    -51.873941    -51.863174    -51.876845    -51.849611
    118.50    -51.990276    -51.920342    -51.867753    -51.866320    -51.863490    -51.854377    -51.867753    -51.849399
    119.00    -51.985874    -51.917227    -51.864749    -51.861698    -51.859052    -51.851629    -51.864749    -51.849346
    119.50    -51.988539    -51.920810    -51.868699    -51.863775    -51.861533    -51.855837    -51.868699    -51.849468
    120.00    -51.996365    -51.929260    -51.877701    -51.870608    -51.869028    -51.865059    -51.877701    -51.849711
    120.50    -52.005600    -51.938790    -51.888002    -51.878558    -51.877786    -51.875581    -51.888002    -51.849959
    121.00    -52.012494    -51.945610    -51.895815    -51.884128    -51.883798    -51.883651    -51.895815    -51.850077
    121.50    -52.014860    -51.947646    -51.898990    -51.887046    -51.885834    -51.884253    -51.898990    -51.850077
    122.00    -52.012580    -51.944704    -51.897371    -51.885611    -51.882819    -51.879768    -51.897371    -51.849962
    122.50    -52.007129    -51.938298    -51.892434    -51.880822    -51.876522    -51.871965    -51.892434    -51.849797
    123.00    -52.000707    -51.930663    -51.886380    -51.874804    -51.869181    -51.863485    -51.886380    -51.849643
    123.50    -51.995459    -51.923872    -51.881353    -51.869703    -51.862978    -51.858200    -51.881353    -51.849545
    124.00    -51.992977    -51.919626    -51.878907    -51.867037    -51.859467    -51.855498    -51.878907    -51.849498
    124.50    -51.994056    -51.918683    -51.879839    -51.867639    -51.859443    -51.856283    -51.879839    -51.849528
    125.00    -51.998605    -51.920991    -51.883984    -51.871306    -51.862853    -51.860391    -51.883984    -51.849578
    125.50    -52.005684    -51.925644    -51.890438    -51.877171    -51.868756    -51.866845    -51.890438    -51.849696
    126.00    -52.013634    -51.931021    -51.897506    -51.883615    -51.875567    -51.874023    -51.897506    -51.849837
    126.50    -52.020374    -51.935116    -51.903107    -51.888518    -51.881168    -51.879808    -51.903107    -51.849978
    127.00    -52.023876    -51.935862    -51.905213    -51.889888    -51.883567    -51.882134    -51.905213    -51.850070
    127.50    -52.022831    -51.932097    -51.902551    -51.886528    -51.881530    -51.879729    -51.902551    -51.850086
    128.00    -52.017319    -51.923902    -51.895201    -51.878516    -51.875136    -51.872600    -51.895201    -51.849975
    128.50    -52.009138    -51.913149    -51.885035    -51.867726    -51.866220    -51.862618    -51.885035    -51.849799
    129.00    -52.001440    -51.902988    -51.875206    -51.857934    -51.857346    -51.852899    -51.875206    -51.849584
    129.50    -51.997588    -51.896931    -51.869149    -51.853677    -51.850848    -51.846842    -51.869149    -51.849441
    130.00    -51.999655    -51.897088    -51.869011    -51.855524    -51.850343    -51.846558    -51.869011    -51.849453
    130.50    -52.007321    -51.903173    -51.874545    -51.863227    -51.855619    -51.852790    -51.874545    -51.849606
    131.00    -52.017932    -51.912609    -51.883209    -51.874059    -51.864100    -51.863548    -51.883209    -51.849839
    131.50    -52.027799    -51.921814    -51.891385    -51.884403    -51.873783    -51.872202    -51.891385    -51.850020
